"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"EFFECT_ENEMY_FRUIT_DROPS","Enemies have a higher chance of dropping fruits","Les ennemis ont plus de chances de lâcher des fruits","敌人掉落水果的几率更高","敵がフルーツをドロップする確率がアップ","적이 더 높은 확률로 과일을 떨어뜨림","敵人掉落水果的機率變高","Повышен шанс получить фрукт при убийстве врага.","Wrogowie mają większą szansę na upuszczenie owoców","Los enemigos tienen más probabilidad de soltar frutas","Os inimigos têm uma maior chance de deixar frutas.","Gegner lassen häufiger Früchte fallen","Düşmanların meyve düşürme ihtimali artar","Maggiori probabilità che i nemici generino frutta."
"EFFECT_HOURGLASS","Turns back time, decreasing the current wave count by {0}","Remonte le temps, réduisant de {0} le numéro de la vague en cours.","将时间倒回，将当前波次减少{0}","時間を巻き戻し、ウェーブ数を {0} 減らす","시간을 되돌려 현재 웨이브 수 {0} 감소","將時間倒回，將當前波次減少{0}","Обращает вспять время, уменьшая текущий номер волны на {0}","Cofa czas i zmniejsza numer aktualnej fali o {0}","Retrocede en el tiempo y te lleva {0} oleada(s) atrás.","Volta no tempo, diminuindo a quantidade da onda atual em {0}.","Dreht die Zeit zurück und reduziert die aktuelle Wellenzahl um {0}","Zamanı geriye sarar ve mevcut hücum sayısını {0} azaltır","Riporta indietro il tempo, riducendo il numero dell'ondata in corso di {0}"
"ITEM_FRESH_MEAT","Fresh Meat","Viande fraîche","鲜肉","新鮮な肉","신선한 고기","鮮肉","Свежее мясо","Świeże mięso","Carne fresca","Carne Fresca","Frischfleisch","Taze Kan","Carne fresca"
"ITEM_GHOST_OUTFIT","Ghost Outfit","Tenue de fantôme","幽灵服","幽霊の服","유령 의상","幽靈服","Наряд призрака","Strój ducha","Atuendo fantasmal","Roupa de Fantasma","Geister-Outfit","Hayalet Kıyafeti","Tenuta da fantasma"
"ITEM_FRUIT_BASKET","Fruit Basket","Panier de fruits","果篮","果物カゴ","과일 바구니","果籃","Корзина фруктов","Kosz owoców","Cesta de fruta","Cesta de Frutas","Obstkorb","Meyve Sepeti","Cesto di frutta"
"ITEM_CANDY_BAG","Candy Bag","Sac de bonbons","糖果袋","キャンディ袋","사탕 가방","糖果袋","Мешок конфет","Torba cukierków","Bolsa de chuches","Saco de Doces","Süßigkeitentüte","Şeker Torbası","Sacchetto di caramelle"
"ITEM_WILL_O_THE_WISP","Will-o’-Wisp","Feu follet","鬼火","ウィスプ","도깨비불","鬼火","Блуждающий огонек","Błędny ognik","Fuego fatuo","Fogo-fátuo","Irrlicht","Cadı Feneri","Fuoco fatuo"
"ITEM_HOURGLASS","Hourglass","Sablier","沙漏","砂時計","모래시계","沙漏","Песочные часы","Klepsydra","Reloj de arena","Ampulheta","Sanduhr","Kum Saati","Clessidra"
"WEAPON_VORPAL_SWORD","Vorpal Sword","Épée vorpale","斩首剑","ヴォーパルの剣","보팔검","斬首劍","Разящий меч","Miecz migbłystalny","Espada vorpal","Espada Vorpal","Tödliches Schwert","Ölümcül Kılıç","Spada vorpale"
"EFFECT_GAIN_STAT_FOR_KILLED_ENEMIES_WHILE_BURNING","{2} {1} for every {0} burning enemies you kill during a wave (max {3} per wave)","{2} {1} tous les {0} ennemis qui brûlent que vous tuez lors d'une vague (max {3} par vague).","在一波敌袭中，每杀死{0}个燃烧的敌人{2}{1}。每波最大值：{3}","ウェーブ中、炎上している敵を倒すと、{0} 体につき {1} {2} （ウェーブごとの最大値：{3}）","웨이브 도중 처치하는 적 {0}마리마다 {2} {1}. 웨이브당 최대: {3}","在一波敵襲中，每殺死{0}個燃燒的敵人{2}{1}。每波最大值：{3}","Вы получаете {2} к параметру «{1}» за каждых {0} горящих врагов, убитых во время волны (максимум {3} за волну).","{2} {1} za każdych {0} płonących wrogów zabitych w trakcie fali. Maksymalna liczba na falę: {3}","{2} de {1} por cada {0} enemigos bajo el efecto de quemadura que elimines en una oleada. Máx. por ola: {3}","{2} {1} para cada {0} inimigo com queimadura que você eliminar durante uma onda. Máx. por onda: {3}","{2} {1} alle {0} brennenden Gegner, die du während einer Welle tötest. Max. pro Welle: {3}","Hücum sırasında yanan her {0} düşman için {2} {1} sağlar. Dalga başına maks.: {3}","{2} {1} per ogni {0} nemici in fiamme uccisi durante un'ondata. Massimo per ondata: {3}"
"EFFECT_CANDY_BAG_BONUS","Each wave grants {0} points randomly split between your primary stats","Chaque vague octroie {0} points, répartis aléatoirement entre vos statistiques principales.","在每波敌袭中将{0}点属性点随机分配到你的主要属性上","各ウェーブで、メインステータスに {0} ポイントがランダムに割り振られる","각 웨이브에 {0}포인트가 기본적인 능력치에 무작위로 분배됨","在每波敵襲中將{0}點屬性點隨機分配到你的主要屬性上","После каждой волны вы получаете {0} очк., которые случайным образом разделяются между основными показателями.","Każda fala daje {0} pkt. rozdzielanych losowo między statystyki główne","Cada oleada otorga {0} puntos, que se reparten de forma aleatoria entre tus estadísticas principales.","Cada onda garante {0} pontos distribuídos aleatoriamente entre seus atributos primários.","Jede Welle gewährt {0} Punkte, die zufällig zwischen deinen Primärwerten aufgeteilt werden","Her hücumda birincil istatistiklerin arasında rastgele dağıtılan {0} puan kazanılır","Ogni ondata dà {0} punti suddivisi casualmente tra i suoi parametri primari"
"EFFECT_EXTRA_ELITE_NEXT_WAVE_CHANCE","Each wave, {0} chance to spawn an additional elite ","À chaque vague, {0} de chances de faire apparaître un élite de plus. ","每波敌袭有{0}几率额外生成一个精英","各ウェーブで、{0} の確率でエリートが追加で1体出現 ","각 웨이브에 {0} 확률로 추가 엘리트 생성 ","每波敵襲有{0}機率額外生成一個精英","В каждой волне есть {0} вероятность появления дополнительного элитного врага. ","W każdej fali jest {0} szans na pojawienie się dodatkowego potwora elitarnego ","En cada oleada, hay {0} de probabilidades de invocar un enemigo de élite. ","A cada onda, há {0} de chance de que um inimigo de elite adicional seja gerado. ","Jede Welle gewährt eine Chance von {0}, einen zusätzlichen Elitegegner zu spawnen ","Her hücumda {0} olasılıkla fazladan bir elit belirir ","Ogni ondata, {0} di probabilità di creare un miniboss aggiuntivo "
"EFFECT_ONE_SHOT_ON_HIT_EFFECT","{0} chance to one shot the target when hitting it","{0} de chances de tuer la cible en un coup.","{0}几率在命中目标时直接将其秒杀","攻撃命中時、{0} の確率で即死攻撃","대상에게 적중 시 {0} 확률로 즉시 처치","{0}機率在命中目標時直接將其秒殺","{0} шанс убить цель одним ударом или выстрелом при попадании.","{0} szansy na zabicie trafionego celu jednym ciosem","{0} de probabilidades de matar al objetivo al instante de un solo disparo.","{0} de chance de eliminar o alvo com um único golpe ao atingi-lo.","Chance von {0}, ein Ziel mit einem Todesschuss zu erledigen","İsabet ettiğinde {0} olasılıkla hedefi tek atışta yok eder","{0} di probabilità di eliminare il bersaglio con un colpo quando lo colpisci"
"MENU_CODEX","Codex","Codex","图鉴","コデックス","참고서","圖鑑","Кодекс","Kodeks","Códice","Códice","Kodex","Kodeks","Enciclopedia"
"MENU_PROFILE","Profile {0}","Profil {0}","档案{0}","プロフィール {0}","프로필 {0}","檔案{0}","Профиль {0}","Profil {0}","Perfil {0}","Perfil {0}","Profil {0}","Profil {0}","Profilo {0}"
"MENU_NO_ITEM_APPEARANCE","No Item appearance","Aucune apparence d'objet","物品不影响外观","アイテムによる外見変化なし","아이템 등장 없음","道具不改變外觀","Предметы не влияют на облик","Przedmioty nie zmieniają wyglądu","Sin objetos estéticos","Itens desativados","Kein Item erscheint","Eşya görünümü yok","Nessun aspetto da oggetto"
"MENU_CONTINUE","Next","Suivant","继续","次へ","다음","繼續","Далее","Dalej","Siguiente","Próximo","Weiter","Sonraki","Avanti"
"CODEX_NEED_TO_KILL_MORE","Kill {0} more to get more information about this enemy. ","Tuez-en encore {0} pour obtenir plus d'informations sur cet ennemi.","再杀死{0}个该敌人可以获得更多信息。","あと {0} 体倒すと、この敵についての情報が増える。 ","{0}마리 더 처치하면 이 적에 대한 추가 정보를 알아낼 수 있습니다. ","再殺死{0}個該敵人可以獲得更多信息。","Убейте еще {0}, чтобы больше узнать об этом враге. ","Zabij jeszcze {0}, by uzyskać więcej informacji o tym wrogu. ","Elimina a {0} más para obtener más información sobre este enemigo. ","Elimine mais {0} para obter mais informações sobre este inimigo. ","Töte {0} mehr, um weitere Informationen zu diesem Gegner zu erhalten. ","Bu düşman hakkında daha fazla bilgi edinmek için {0} adet daha öldür. ","Per avere più informazioni su questo nemico, uccidine ancora {0}. "
"CODEX_NEED_TO_BUY_MORE","Buy this item once to unlock more information. ","Achetez cet objet une nouvelle fois pour déverrouiller plus d'informations.","购买一次该物品来解锁更多信息。","このアイテムを1度購入すると、情報がさらに増える。 ","이 아이템을 한 번 구매하면 추가 정보를 잠금 해제할 수 있습니다. ","購買一次該道具來解鎖更多信息。","Купите этот предмет один раз, чтобы открыть больше сведений. ","Kup ten przedmiot raz, by odblokować więcej informacji. ","Compra este objeto una vez para desbloquear más información. ","Compre este item uma vez para desbloquear mais informações. ","Kaufe dieses Item, um weitere Informationen freizuschalten. ","Daha fazla bilgi edinmek için bu eşyayı bir kez satın al. ","Acquista questo oggetto una volta per sbloccare più informazioni. "
"CODEX_BOUGHT","Equipped","Équipé","曾装备","装備中","장착함","曾裝備","Использований","Wyposażono","Usos","Equipado","Ausgerüstet","Kuşanılan","Equipaggiato"
"CODEX_PRICE","Base Price","Prix de base","基础价格","基本価格","기본 가격","基礎價格","Базовая цена","Cena bazowa","Precio base","Preço Base","Basispreis","Başlangıç Fiyatı","Prezzo base"
"CODEX_ENEMY_KILLED","Killed","Ennemi tué","击杀","倒した数","처치함","擊殺","Убито","Zabite przez ciebie","Has matado","Eliminado","Getötet","Öldürülen","Uccisi"
"CODEX_ENEMY_KILLED_YOU","Killed you","Vous a tué(e)","杀死过你","倒された回数","나를 처치함","殺死過你","Побед над вами","Zabiły ciebie","Te ha matado","Eliminou você","Hat dich getötet","Seni öldüren","Ti ha ucciso"
"CODEX_ENEMY_HEALTH","HP","PV","生命","HP","HP","生命","ОЗ","PZ","PS","PV","HP","Sağlık","PS"
"CODEX_ENEMY_HEALTH_GAIN_PER_WAVE","+ HP/wave","+PV/vague","+ 生命/波次","+ HP/ウェーブ","+ HP/웨이브","+ 生命/波次","+ОЗ за волну","+ PZ/falę","+PS/oleada","+ PV/onda","+ HP/Welle","+ Sağlık/hücum","+ PS/ondata"
"CODEX_ENEMY_SPEED","Speed","Vitesse","速度","移動速度","속도","速度","Скорость","Szybkość","Velocidad","Velocidade","Tempo","Hız","Velocità"
"CODEX_ENEMY_DAMMAGE","Damage","Dégâts","伤害","ダメージ","대미지","傷害","Урон","Obrażenia","Daño","Dano","Schaden","Hasar","Danni"
"CODEX_ENEMY_DAMMAGE_GAIN_PER_WAVE","+ Damage/wave","+dégâts/vague","+ 伤害/波次","+ ダメージ/ウェーブ","+ 대미지/웨이브","傷害/波次","+Урон за волну","+ obrażeń/falę","+Daño/oleada","+ Dano/onda","+ Schaden/Welle","+ Hasar/hücum","+ danni/ondata"
"CODEX_ENEMY_ARMOR","Armor","Armure","护甲","防御力","방어구","護甲","Броня","Pancerz","Armadura","Armadura","Rüstung","Zırh","Armatura"
"CODEX_ENEMY_ARMOR_GAIN_PER_WAVE","+ Armor/wave","+armure/vague","+ 护甲/波次","+ 防御力/ウェーブ","+ 방어구/웨이브","護甲/波次","+Броня за волну","+ pancerza/falę","+Armadura/oleada","+ Armadura/onda","+ Rüstung/Welle","+ Zırh/hücum","+ Armatura/ondata"
"CODEX_ENEMY_KNOCKBACK_RESISTANCE","Knockback resistance","Résistance à la poussée","击退抵抗","ノックバック耐性","넉백 저항","擊退抵抗","Сопр. отбрасыванию","Odporność na odrzut","Resistencia al derribo","Resistência à empurrão","Rückstoßwiderstand","İtme direnci","Resistenza alla respinta"
